Id,R,Name,Team,Year,Pv,Mv,Fm
5322,A,Mihaila,Parma,2024,1,5.5,5.5
6572,A,Castro S.,Bologna,2024,1,6.5,6.5
6630,A,Mosquera,Verona,2024,1,7.5,13.5
6669,A,Bonny,Parma,2024,1,6.5,7.5
6213,A,Brenner,Udinese,2024,1,5.5,6.5
5336,A,Nzola,Fiorentina,2024,0,0.0,0.0
5637,A,Davis K.,Udinese,2024,0,0.0,0.0
383,A,Petagna,Monza,2024,1,5.0,5.0
2819,A,Caputo,Empoli,2024,0,0.0,0.0
5881,A,Gytkjaer,Venezia,2024,1,5.5,5.5
2762,A,Kouame',Fiorentina,2024,1,5.5,5.5
5500,A,Cancellieri,Parma,2024,1,6.0,6.0
6549,A,Pierotti,Lecce,2024,0,0.0,0.0
6558,A,Tavsan,Verona,2024,0,0.0,0.0
6644,A,Rocha Livramento,Verona,2024,1,7.0,10.0
6653,A,Bravo,Udinese,2024,0,0.0,0.0
247,A,Pavoletti,Cagliari,2024,1,6.0,6.0
495,A,Correa,Inter,2024,0,0.0,0.0
1842,A,Pierini,Venezia,2024,1,5.5,5.5
2103,A,Pellegri,Torino,2024,0,0.0,0.0
2489,A,Pedro,Lazio,2024,0,0.0,0.0
4463,A,Esposito Se.,Empoli,2024,1,6.0,6.0
5676,A,Success,Udinese,2024,0,0.0,0.0
6119,A,Solbakken,Empoli,2024,1,6.5,6.5
6395,A,Shpendi S.,Empoli,2024,0,0.0,0.0
6635,A,Pizarro,Udinese,2024,0,0.0,0.0
6657,A,Gabrielloni,Como,2024,0,0.0,0.0
6668,A,Partipilo,Parma,2024,0,0.0,0.0
306,A,Cerri,Como,2024,0,0.0,0.0
5436,A,Raimondo,Venezia,2024,0,0.0,0.0
6418,A,Burnete,Lecce,2024,0,0.0,0.0
6490,A,Cruz,Verona,2024,0,0.0,0.0
6519,A,Camarda,Milan,2024,0,0.0,0.0
6565,A,Ankeye,Genoa,2024,0,0.0,0.0
6598,A,Mutandwa,Cagliari,2024,0,0.0,0.0
6603,A,Joao Costa,Roma,2024,0,0.0,0.0
6648,A,Jasim,Como,2024,0,0.0,0.0
6658,A,Gioacchini,Como,2024,0,0.0,0.0
6670,A,Charpentier,Parma,2024,0,0.0,0.0
6822,A,Ekhator,Genoa,2024,0,0.0,0.0
350,P,Donnarumma G.,Milan,2020,37,6.28,5.32
453,P,Szczesny,Juventus,2020,30,6.22,5.38
250,P,Handanovic,Inter,2020,37,6.03,5.23
610,P,Gollini,Atalanta,2020,25,6.1,5.26
761,P,Audero,Sampdoria,2020,37,6.38,5.11
509,P,Consigli,Sassuolo,2020,37,6.38,4.93
572,P,Meret,Napoli,2020,22,6.2,4.89
218,P,Perin,Genoa,2020,32,6.25,4.83
1917,P,Dragowski,Fiorentina,2020,36,6.21,4.85
2178,P,Cragno,Cagliari,2020,34,6.37,4.79
387,P,Reina,Lazio,2020,29,6.12,4.69
2211,P,Silvestri,Verona,2020,34,6.21,4.9
2468,P,Ospina,Napoli,2020,16,6.09,5.34
133,P,Skorupski,Bologna,2020,28,6.09,4.64
2792,P,Musso,Udinese,2020,35,6.13,4.6
4,P,Sportiello,Atalanta,2020,15,6.23,5.03
2815,P,Terracciano,Fiorentina,2020,4,6.25,6.0
4419,P,Pau Lopez,Roma,2020,21,6.1,4.71
282,P,Buffon,Juventus,2020,8,6.31,6.06
1934,P,Strakosha,Lazio,2020,9,5.94,4.33
2814,P,Provedel,Spezia,2020,29,6.05,4.24
4964,P,Vicario,Cagliari,2020,4,6.5,5.0
41,P,Mirante,Roma,2020,13,6.15,4.85
1843,P,Radu I.,Inter,2020,2,6.0,5.5
2179,P,Sirigu,Torino,2020,32,6.02,4.08
2781,P,Fuzato,Roma,2020,5,6.4,5.0
4957,P,Montipo',Benevento,2020,37,5.99,3.97
4996,P,Pandur,Verona,2020,4,6.12,4.62
159,P,Sepe,Parma,2020,36,6.0,3.89
611,P,Rafael,Spezia,2020,3,7.0,5.67
1890,P,Festa,Crotone,2020,1,7.0,6.0
4491,P,Berardi A.,Verona,2020,1,6.0,6.0
4520,P,Letica,Sampdoria,2020,1,6.5,6.5
5289,P,Crespi,Crotone,2020,1,6.5,6.5
220,P,Ujkani,Torino,2020,1,6.0,5.0
543,P,Padelli,Inter,2020,1,6.0,5.0
1889,P,Cordaz,Crotone,2020,36,6.17,3.62
1930,P,Pinsoglio,Juventus,2020,1,6.0,5.0
2170,P,Milinkovic-Savic V.,Torino,2020,5,5.8,4.6
5005,P,Zoet,Spezia,2020,7,6.07,4.29
5320,P,Paleari,Genoa,2020,3,6.17,5.17
3,P,Radunovic,Atalanta,2020,0,0.0,0.0
40,P,Da Costa,Bologna,2020,6,5.42,3.75
42,P,Sarr M.,Bologna,2020,0,0.0,0.0
160,P,Tatarusanu,Milan,2020,1,5.0,2.0
216,P,Donnarumma An.,Milan,2020,0,0.0,0.0
318,P,Marchetti,Genoa,2020,4,5.88,3.12
412,P,Colombi,Parma,2020,2,6.0,2.5
510,P,Pegolo,Sassuolo,2020,1,6.5,6.5
574,P,Scuffet,Udinese,2020,1,5.0,3.0
654,P,Alastra,Parma,2020,0,0.0,0.0
673,P,Perisan,Udinese,2020,0,0.0,0.0
1921,P,Zima L.,Genoa,2020,0,0.0,0.0
1946,P,Aresti,Cagliari,2020,0,0.0,0.0
2271,P,Nicolas,Udinese,2020,2,5.5,3.0
2297,P,Rossi F.,Atalanta,2020,0,0.0,0.0
2722,P,Ravaglia F.,Bologna,2020,4,5.88,3.38
2770,P,Proto,Lazio,2020,0,0.0,0.0
2790,P,Rosati,Fiorentina,2020,0,0.0,0.0
2798,P,Dini,Parma,2020,0,0.0,0.0
2845,P,Contini,Napoli,2020,0,0.0,0.0
4351,P,Brancolini,Fiorentina,2020,0,0.0,0.0
4431,P,Carnesecchi,Atalanta,2020,0,0.0,0.0
4523,P,Avogadri,Sampdoria,2020,0,0.0,0.0
4867,P,Turati,Sassuolo,2020,0,0.0,0.0
4883,P,Breza,Bologna,2020,0,0.0,0.0
4929,P,Ciocci,Cagliari,2020,0,0.0,0.0
4955,P,Gori P.,Benevento,2020,0,0.0,0.0
4956,P,Manfredini,Benevento,2020,1,5.0,4.0
4977,P,Ravaglia,Sampdoria,2020,0,0.0,0.0
4980,P,Desjardins,Spezia,2020,0,0.0,0.0
4981,P,Krapikas,Spezia,2020,0,0.0,0.0
5304,P,Boer,Roma,2020,0,0.0,0.0
5306,P,Alia,Lazio,2020,0,0.0,0.0
5333,P,Gasparini,Udinese,2020,0,0.0,0.0
5338,P,Rinaldi,Parma,2020,0,0.0,0.0
5345,P,Farelli,Roma,2020,0,0.0,0.0
4160,D,Hakimi,Inter,2020,35,6.43,7.17
2160,D,Gosens,Atalanta,2020,32,6.27,7.28
4292,D,Hernandez T.,Milan,2020,33,6.21,6.86
554,D,Zappacosta,Genoa,2020,25,6.22,6.72
798,D,Skriniar,Inter,2020,32,6.31,6.58
254,D,Dimarco,Verona,2020,35,6.14,6.57
697,D,Cuadrado,Juventus,2020,29,6.31,6.64
2788,D,Bremer,Torino,2020,33,6.08,6.5
4237,D,Danilo,Juventus,2020,34,6.29,6.41
4307,D,Romero,Atalanta,2020,31,6.34,6.44
581,D,Faraoni,Verona,2020,34,6.07,6.46
2180,D,Karsdorp,Roma,2020,34,6.06,6.29
2296,D,Mancini,Roma,2020,33,6.14,6.41
2525,D,Darmian,Inter,2020,23,6.2,6.63
322,D,De Vrij,Inter,2020,32,6.22,6.28
706,D,Ansaldi,Torino,2020,26,6.04,6.33
357,D,Calabria,Milan,2020,32,6.23,6.28
1852,D,Spinazzola,Roma,2020,25,6.2,6.52
2280,D,Nuytinck,Udinese,2020,19,6.24,6.37
2633,D,Kjaer,Milan,2020,28,6.27,6.25
4428,D,De Ligt,Juventus,2020,25,6.22,6.3
4751,D,Tomori,Milan,2020,17,6.26,6.44
4998,D,Molina N.,Udinese,2020,25,5.84,6.26
226,D,Izzo,Torino,2020,25,5.96,6.14
662,D,Alex Sandro,Juventus,2020,24,6.06,6.23
2120,D,Bastoni,Inter,2020,33,6.11,6.08
2816,D,Di Lorenzo,Napoli,2020,36,5.97,6.15
4895,D,Yoshida,Sampdoria,2020,29,6.1,6.21
74,D,Letizia,Benevento,2020,22,6.0,6.41
252,D,Biraghi,Fiorentina,2020,35,5.91,6.03
787,D,Djimsiti,Atalanta,2020,33,6.09,6.03
1895,D,Ferrari G.,Sassuolo,2020,34,6.07,6.03
2130,D,Hateboer,Atalanta,2020,22,6.16,6.41
2197,D,Castagne,Atalanta,2020,0,0.0,0.0
4421,D,Augello,Sampdoria,2020,37,5.92,6.03
253,D,D'ambrosio,Inter,2020,8,6.06,7.12
286,D,Bonucci,Juventus,2020,25,5.98,6.16
513,D,Acerbi,Lazio,2020,32,6.05,5.94
770,D,Pezzella Giu.,Parma,2020,24,6.04,6.19
2164,D,Milenkovic,Fiorentina,2020,34,5.84,5.97
2181,D,Palomino,Atalanta,2020,31,5.97,6.05
2653,D,Lykogiannis,Cagliari,2020,30,5.8,6.1
2784,D,Colley,Sampdoria,2020,29,5.88,5.98
4409,D,Rrahmani,Napoli,2020,14,6.14,6.29
5332,D,Bastoni S.,Spezia,2020,21,6.0,6.26
392,D,Koulibaly,Napoli,2020,26,6.17,5.98
464,D,Florenzi,Roma,2020,0,0.0,0.0
695,D,Toloi,Atalanta,2020,31,5.94,5.97
2315,D,Stryger Larsen,Udinese,2020,32,5.8,5.98
2572,D,Godin,Cagliari,2020,28,5.89,5.95
2739,D,Reca,Crotone,2020,30,5.9,6.05
2747,D,Paz,Bologna,2020,6,6.0,6.5
2759,D,Criscito,Genoa,2020,22,6.09,6.09
4422,D,Tomiyasu,Bologna,2020,31,5.94,6.0
4899,D,Singo,Torino,2020,27,5.91,6.02
140,D,Hysaj,Napoli,2020,21,5.93,5.93
329,D,Radu,Lazio,2020,30,5.82,5.88
459,D,Manolas,Napoli,2020,29,6.0,5.91
790,D,Samir,Udinese,2020,29,5.9,5.9
2104,D,Bereszynski,Sampdoria,2020,31,5.84,5.9
2192,D,Bonifazi,Udinese,2020,28,5.88,5.8
2214,D,Kolarov,Inter,2020,4,5.12,5.38
2707,D,Young,Inter,2020,22,5.91,6.14
2758,D,Gunter,Verona,2020,25,5.98,5.98
4242,D,Dalot,Milan,2020,17,5.91,6.03
4412,D,Rodrigo Becao,Udinese,2020,33,5.82,5.83
4461,D,Zappa,Cagliari,2020,31,5.85,5.94
4521,D,Muldur,Sassuolo,2020,27,5.96,5.96
4891,D,Soumaoro,Bologna,2020,20,5.82,5.88
4982,D,Erlic,Spezia,2020,22,5.82,6.14
4994,D,Vojvoda,Torino,2020,19,5.71,6.03
5375,D,Maehle,Atalanta,2020,18,5.92,6.03
244,D,Ghiglione,Genoa,2020,23,5.89,5.98
261,D,Ranocchia,Inter,2020,8,6.25,6.25
287,D,Caceres,Fiorentina,2020,26,5.73,5.96
288,D,Chiellini,Juventus,2020,16,6.09,5.91
294,D,Rugani,Cagliari,2020,12,5.79,6.04
460,D,Romagnoli,Milan,2020,22,5.98,6.0
487,D,De Silvestri,Bologna,2020,28,5.71,5.86
546,D,Bruno Peres,Roma,2020,26,5.87,5.94
640,D,Chiriches,Sassuolo,2020,23,5.7,5.78
729,D,Pereira P.,Crotone,2020,34,5.72,5.75
2006,D,Lirola,Fiorentina,2020,11,5.91,5.86
2309,D,Pezzella Ger.,Fiorentina,2020,32,5.75,5.77
4426,D,Toljan,Sassuolo,2020,24,5.79,5.83
4958,D,Caldirola,Benevento,2020,22,5.75,5.91
5010,D,Ismajli,Spezia,2020,16,5.78,5.94
73,D,Gagliolo,Parma,2020,26,5.69,5.81
142,D,Mario Rui,Napoli,2020,24,5.92,5.9
144,D,Tonelli,Sampdoria,2020,22,5.95,5.84
358,D,De Sciglio,Juventus,2020,1,6.0,6.0
548,D,Glik,Benevento,2020,36,5.65,5.67
1891,D,Ceccherini,Verona,2020,28,5.91,5.66
2062,D,Bastos,Lazio,2020,2,5.75,5.75
2252,D,Marchizza,Spezia,2020,22,5.84,5.84
2318,D,Rogerio,Sassuolo,2020,26,5.88,5.81
2769,D,Magnani,Verona,2020,23,6.09,5.83
2865,D,Aina,Torino,2020,0,0.0,0.0
2869,D,Djidji,Crotone,2020,18,5.58,5.64
2870,D,Troost-Ekong,Udinese,2020,0,0.0,0.0
4323,D,Zeegelaar,Udinese,2020,24,5.79,5.79
4493,D,Dawidowicz,Verona,2020,27,5.87,5.72
4530,D,Kyriakopoulos,Sassuolo,2020,21,5.79,5.86
5323,D,Martinez Quarta,Fiorentina,2020,19,5.87,5.87
15,D,Masiello,Genoa,2020,30,5.68,5.58
134,D,Barba,Benevento,2020,32,5.7,5.58
295,D,Asamoah,Cagliari,2020,7,5.93,5.93
418,D,Goldaniga,Genoa,2020,24,5.85,5.73
425,D,Terzi,Spezia,2020,24,5.67,5.65
1866,D,Ceppitelli,Cagliari,2020,19,5.74,5.66
2016,D,Fazio,Roma,2020,5,5.9,6.3
2083,D,Biraschi,Genoa,2020,13,5.77,5.69
2141,D,Depaoli,Benevento,2020,20,5.55,5.4
2174,D,Venuti,Fiorentina,2020,24,5.67,5.58
2289,D,Dalbert,Inter,2020,0,0.0,0.0
4245,D,Smalling,Roma,2020,14,5.93,5.89
4331,D,Ibanez,Roma,2020,30,5.82,5.67
4332,D,Demiral,Juventus,2020,11,6.09,6.14
4494,D,Empereur,Verona,2020,4,5.62,5.5
4495,D,Kumbulla,Roma,2020,19,5.87,5.84
4881,D,Czyborra,Genoa,2020,17,5.76,5.88
4925,D,Carboni A.,Cagliari,2020,14,5.64,5.64
4967,D,Golemic,Crotone,2020,28,5.46,5.57
4999,D,Ouwejan,Udinese,2020,10,6.1,6.3
5000,D,Magallan,Crotone,2020,28,5.55,5.52
45,D,Ferrari A.,Sampdoria,2020,10,6.0,5.85
84,D,Marrone,Crotone,2020,19,5.34,5.03
139,D,Dermaku,Parma,2020,2,5.75,5.75
141,D,Laurini,Parma,2020,12,5.5,5.46
327,D,Patric,Lazio,2020,23,5.72,5.59
365,D,Zapata C.,Genoa,2020,12,5.83,5.75
454,D,Capradossi,Spezia,2020,1,6.5,6.5
578,D,Danilo Lar.,Bologna,2020,35,5.6,5.51
824,D,Adjapong,Sassuolo,2020,0,0.0,0.0
1864,D,Bruno Alves,Parma,2020,19,5.5,5.58
2143,D,Cuomo,Crotone,2020,12,5.58,5.42
2285,D,Bani,Parma,2020,25,5.68,5.48
2288,D,N'koulou,Torino,2020,18,5.64,5.67
2355,D,Marlon,Sassuolo,2020,21,5.62,5.5
2724,D,Buongiorno,Torino,2020,12,5.67,5.5
2746,D,Dijks,Bologna,2020,20,5.7,5.52
4403,D,Chabot,Spezia,2020,22,5.75,5.68
4407,D,Igor,Fiorentina,2020,18,5.67,5.53
4529,D,Ankersen,Genoa,2020,0,0.0,0.0
4934,D,Lovato,Verona,2020,21,5.93,5.81
4960,D,Tuia,Benevento,2020,26,5.6,5.6
4976,D,Kalulu,Milan,2020,10,5.65,5.9
4983,D,Ferrer,Spezia,2020,16,5.88,5.81
4985,D,Vignali,Spezia,2020,21,5.57,5.43
5307,D,Valenti,Parma,2020,9,5.44,5.44
5326,D,Busi,Parma,2020,19,5.37,5.34
50,D,Mbaye,Bologna,2020,7,5.64,5.93
106,D,Mattiello,Spezia,2020,1,6.0,6.0
224,D,De Maio,Udinese,2020,11,5.73,5.73
256,D,Juan Jesus,Roma,2020,4,5.75,5.75
262,D,Santon,Roma,2020,10,5.7,5.55
390,D,Ghoulam,Napoli,2020,8,6.19,6.12
423,D,Rispoli,Crotone,2020,15,5.77,5.63
1999,D,Lukaku J.,Lazio,2020,0,0.0,0.0
2087,D,Olivera M.,Fiorentina,2020,1,6.0,6.0
2116,D,Farago',Bologna,2020,6,5.5,5.33
2171,D,Lyanco,Torino,2020,23,5.5,5.33
2335,D,Luiz Felipe,Lazio,2020,14,5.86,5.68
2795,D,Ter Avest,Udinese,2020,5,5.4,5.4
2871,D,Klavan,Cagliari,2020,11,5.55,5.5
4420,D,Bocchetti,Verona,2020,0,0.0,0.0
4519,D,Cetin,Verona,2020,6,5.92,5.83
4959,D,Foulon,Benevento,2020,19,5.58,5.37
4966,D,Gigliotti,Crotone,2020,0,0.0,0.0
4979,D,Ayhan,Sassuolo,2020,13,5.81,5.73
4984,D,Ramos,Spezia,2020,4,5.5,5.38
5293,D,Mojica,Atalanta,2020,5,5.5,5.4
5327,D,Osorio,Parma,2020,22,5.61,5.57
5353,D,Balogh,Parma,2020,3,5.83,5.67
5355,D,Udogie,Verona,2020,5,6.0,5.9
5376,D,Pastina,Benevento,2020,3,6.33,6.5
5377,D,Ricci G.,Parma,2020,2,6.0,6.0
5381,D,Dierckx,Parma,2020,6,5.42,5.33
5385,D,Zagaritis,Parma,2020,2,6.0,6.0
5398,D,Reynolds,Roma,2020,5,5.6,5.6
5399,D,Antov,Bologna,2020,4,5.38,5.25
11,D,Conti,Parma,2020,9,5.39,5.22
78,D,Spolli,Crotone,2020,0,0.0,0.0
235,D,Laxalt,Milan,2020,0,0.0,0.0
324,D,Hoedt,Lazio,2020,12,5.67,5.42
393,D,Luperto,Crotone,2020,22,5.41,5.3
394,D,Maggio,Benevento,2020,6,5.33,5.17
490,D,Regini,Sampdoria,2020,1,4.5,2.5
514,D,Antei,Benevento,2020,0,0.0,0.0
517,D,Dell'orco,Spezia,2020,6,5.67,5.67
519,D,Gazzola,Parma,2020,0,0.0,0.0
521,D,Peluso,Sassuolo,2020,3,5.5,5.33
550,D,Maksimovic,Napoli,2020,14,5.46,5.29
630,D,Sala,Spezia,2020,6,5.25,5.17
1847,D,Caldara,Atalanta,2020,4,5.88,5.75
1868,D,Murru,Torino,2020,11,5.77,5.77
1869,D,Pisacane,Cagliari,2020,4,5.25,5.12
1876,D,Pajac,Cagliari,2020,0,0.0,0.0
1950,D,Mazzotta,Crotone,2020,1,4.5,4.0
1979,D,Barreca,Fiorentina,2020,2,5.75,5.75
2007,D,Wallace,Lazio,2020,0,0.0,0.0
2168,D,Musacchio,Lazio,2020,4,6.0,5.88
2169,D,Rodriguez R.,Torino,2020,16,5.41,5.38
2208,D,Jaroszynski,Genoa,2020,0,0.0,0.0
2279,D,Romagna,Sassuolo,2020,0,0.0,0.0
2664,D,El Yamiq,Genoa,2020,0,0.0,0.0
2728,D,Pellegrini Lu.,Genoa,2020,11,5.59,5.41
2745,D,Calabresi,Cagliari,2020,1,6.0,6.0
2801,D,Iacoponi,Parma,2020,15,5.5,5.07
2860,D,Malcuit,Fiorentina,2020,5,5.7,5.7
4365,D,Corbo,Bologna,2020,0,0.0,0.0
4366,D,Armini,Lazio,2020,0,0.0,0.0
4374,D,Walukiewicz,Cagliari,2020,19,5.5,5.53
4397,D,Vavro,Lazio,2020,1,5.5,5.5
4401,D,Gabbia,Milan,2020,6,6.0,5.83
4406,D,Tripaldelli,Cagliari,2020,6,5.42,5.33
4414,D,Denswil,Bologna,2020,2,5.25,5.25
4454,D,Pinna,Cagliari,2020,0,0.0,0.0
4487,D,Ferigra,Torino,2020,0,0.0,0.0
4511,D,Duarte,Milan,2020,1,6.0,6.0
4887,D,Bellanova,Atalanta,2020,0,0.0,0.0
4888,D,Sutalo,Atalanta,2020,4,5.62,5.62
4897,D,Pirola,Inter,2020,0,0.0,0.0
4917,D,Prodl,Udinese,2020,0,0.0,0.0
4945,D,Calafiori,Roma,2020,2,6.0,5.5
4946,D,Frabotta,Juventus,2020,11,5.73,5.68
4950,D,Dalle Mura,Fiorentina,2020,0,0.0,0.0
4961,D,Volta,Benevento,2020,0,0.0,0.0
4972,D,Vagiannidis,Inter,2020,0,0.0,0.0
4997,D,Ruegg,Verona,2020,5,6.0,6.0
5006,D,Piccini,Atalanta,2020,1,5.5,5.5
5300,D,Hickey,Bologna,2020,11,5.82,5.59
5316,D,Amione,Verona,2020,0,0.0,0.0
5354,D,Ruggeri,Atalanta,2020,3,5.5,5.5
5365,D,Dragusin,Juventus,2020,0,0.0,0.0
5379,D,Onguene',Genoa,2020,3,5.0,5.0
5406,D,Di Pardo,Juventus,2020,0,0.0,0.0
5408,D,Ghislandi,Atalanta,2020,0,0.0,0.0
5424,D,Amey,Bologna,2020,0,0.0,0.0
2529,C,Mkhitaryan,Roma,2020,34,6.32,7.74
1850,C,Kessie',Milan,2020,37,6.47,7.36
1996,C,De Paul,Udinese,2020,36,6.5,7.43
4427,C,Malinovskyi,Atalanta,2020,32,6.39,7.44
26,C,Gomez,Atalanta,2020,10,6.55,7.95
152,C,Zielinski,Napoli,2020,36,6.39,7.28
2002,C,Chiesa,Juventus,2020,30,6.45,7.43
536,C,Politano,Napoli,2020,36,6.22,7.01
645,C,Milinkovic-Savic,Lazio,2020,32,6.3,7.2
2085,C,Luis Alberto,Lazio,2020,34,6.31,7.03
2215,C,Veretout,Roma,2020,28,6.32,7.36
332,C,Candreva,Sampdoria,2020,33,6.23,6.88
2625,C,Soriano,Bologna,2020,37,6.2,6.97
632,C,Zaccagni,Verona,2020,35,6.3,6.79
440,C,Viola,Benevento,2020,17,6.24,7.15
530,C,Pellegrini Lo.,Roma,2020,33,6.3,6.94
2194,C,Calhanoglu,Milan,2020,33,6.27,6.85
302,C,Pereyra,Udinese,2020,34,6.29,6.76
2172,C,Barak,Verona,2020,34,6.09,6.69
4973,C,Mckennie,Juventus,2020,33,6.17,6.61
234,C,Kucka,Parma,2020,28,6.11,6.79
788,C,Freuler,Atalanta,2020,33,6.3,6.52
1870,C,Barella,Inter,2020,36,6.29,6.61
2077,C,Pasalic,Atalanta,2020,20,6.08,7.0
236,C,Lazovic,Verona,2020,31,6.15,6.58
827,C,Locatelli,Sassuolo,2020,34,6.28,6.53
1995,C,Djuricic,Sassuolo,2020,30,6.0,6.52
2833,C,Kulusevski,Juventus,2020,34,6.09,6.43
265,C,Brozovic,Inter,2020,33,6.15,6.38
1987,C,Jankto,Sampdoria,2020,33,5.91,6.47
2556,C,Eriksen,Inter,2020,23,6.17,6.54
2857,C,Traore' Hj.,Sassuolo,2020,32,6.14,6.58
5001,C,Miranchuk,Atalanta,2020,16,6.22,7.03
2201,C,Under,Roma,2020,0,0.0,0.0
2741,C,Pessina,Atalanta,2020,26,6.23,6.46
4377,C,Castrovilli,Fiorentina,2020,32,5.98,6.39
4423,C,Hernani,Parma,2020,31,5.89,6.48
4825,C,Diaz B.,Milan,2020,25,6.2,6.76
4988,C,Maggiore,Spezia,2020,32,6.09,6.36
2263,C,Lazzari,Lazio,2020,32,6.12,6.34
2744,C,Svanberg,Bologna,2020,32,5.95,6.36
4725,C,Demme,Napoli,2020,21,6.21,6.45
5298,C,Pobega,Spezia,2020,20,6.1,6.85
600,C,Verre,Sampdoria,2020,22,6.11,6.59
2200,C,Douglas Costa,Juventus,2020,1,6.0,6.0
2472,C,Ramsey,Juventus,2020,20,6.1,6.55
2775,C,Ruiz,Napoli,2020,32,6.03,6.3
4514,C,Nandez,Cagliari,2020,32,6.09,6.23
4965,C,Marin,Cagliari,2020,37,5.99,6.28
4978,C,Damsgaard,Sampdoria,2020,30,6.03,6.32
22,C,De Roon,Atalanta,2020,35,6.07,6.06
170,C,Badelj,Genoa,2020,29,6.14,6.22
367,C,Bonaventura,Fiorentina,2020,32,6.03,6.3
467,C,Nainggolan,Cagliari,2020,23,6.07,6.09
704,C,Perisic,Inter,2020,31,5.9,6.31
801,C,Gagliardini,Inter,2020,22,6.05,6.5
1933,C,Mandragora,Torino,2020,26,5.87,6.15
4404,C,Thorsby,Sampdoria,2020,33,6.03,6.18
4892,C,Saelemaekers,Milan,2020,32,5.94,6.14
470,C,Strootman,Genoa,2020,18,6.17,6.14
2009,C,Lukic,Torino,2020,32,5.89,6.11
2011,C,Miguel Veloso,Verona,2020,19,6.05,6.45
2379,C,Rabiot,Juventus,2020,32,5.8,6.09
5007,C,Ilic,Verona,2020,28,5.93,6.11
28,C,Kurtic,Parma,2020,34,5.75,6.03
397,C,Allan,Napoli,2020,0,0.0,0.0
2124,C,Zajc,Genoa,2020,31,5.89,6.02
2290,C,Eysseric,Fiorentina,2020,14,5.89,6.25
2414,C,Vidal,Inter,2020,20,6.05,6.12
181,C,Vecino,Inter,2020,4,6.38,7.38
237,C,Perotti,Roma,2020,0,0.0,0.0
238,C,Rincon,Torino,2020,36,5.86,5.83
376,C,Verdi,Torino,2020,32,5.75,5.91
1851,C,Molina S.,Crotone,2020,29,5.84,5.93
2166,C,Bentancur,Juventus,2020,32,5.95,5.92
2205,C,Berenguer,Torino,2020,2,6.0,6.0
2287,C,Ramirez,Sampdoria,2020,23,5.89,5.91
2639,C,Bakayoko,Napoli,2020,26,5.96,6.08
2766,C,Zaniolo,Roma,2020,0,0.0,0.0
4479,C,Elmas,Napoli,2020,21,5.88,6.17
4681,C,Lopez M.,Sassuolo,2020,28,5.86,5.95
4886,C,Pereiro,Cagliari,2020,6,6.0,7.17
4890,C,Tameze,Verona,2020,32,5.92,5.92
4990,C,Ricci M.,Spezia,2020,28,6.0,5.95
5287,C,Arslan,Udinese,2020,29,5.91,6.07
115,C,Hetemaj,Benevento,2020,29,5.84,5.83
150,C,Saponara,Spezia,2020,8,6.19,6.81
430,C,Brugman,Parma,2020,24,6.0,6.02
644,C,Pulgar,Fiorentina,2020,29,5.83,5.9
2188,C,Marusic,Lazio,2020,36,5.79,5.94
2391,C,Ekdal,Sampdoria,2020,30,5.88,5.97
2392,C,Walace,Udinese,2020,28,5.91,5.84
2779,C,Kluivert,Roma,2020,0,0.0,0.0
2789,C,Meite',Milan,2020,26,5.92,6.06
4285,C,Arthur,Juventus,2020,20,6.02,6.1
4393,C,Schouten,Bologna,2020,34,5.91,5.88
4515,C,Agudelo,Spezia,2020,27,5.89,6.0
148,C,Krunic,Milan,2020,16,5.88,6.12
264,C,Bessa,Verona,2020,13,5.96,6.08
627,C,Ionita,Benevento,2020,36,5.68,5.76
779,C,Cristante,Roma,2020,31,5.82,5.77
2316,C,Zanellato,Crotone,2020,25,5.8,5.92
2692,C,Castillejo,Milan,2020,24,5.88,5.92
2703,C,Adrien Silva,Sampdoria,2020,23,5.93,5.96
2839,C,Sottil,Cagliari,2020,19,6.03,6.32
4249,C,Pereira A.,Lazio,2020,17,5.79,5.88
4322,C,Paqueta',Milan,2020,0,0.0,0.0
4330,C,Lerager,Genoa,2020,16,5.75,5.81
4885,C,Villar,Roma,2020,27,5.96,5.87
5290,C,Estevez,Spezia,2020,27,5.87,5.85
5312,C,Leo' Sena,Spezia,2020,15,5.93,5.93
20,C,Cigarini,Crotone,2020,14,5.86,5.68
338,C,Lulic,Lazio,2020,16,5.88,5.84
1978,C,Sensi,Inter,2020,16,6.0,5.91
2209,C,Lucas Leiva,Lazio,2020,32,5.83,5.67
2302,C,Behrami,Genoa,2020,21,5.95,5.88
2818,C,Bennacer,Milan,2020,21,5.74,5.69
4424,C,Jony,Lazio,2020,0,0.0,0.0
4459,C,Rovella,Genoa,2020,18,5.83,5.83
4522,C,Amrabat,Fiorentina,2020,29,5.9,5.78
4869,C,Dominguez,Bologna,2020,26,5.9,5.87
5002,C,Vulic,Crotone,2020,23,5.85,5.98
5286,C,Akpa Akpro,Lazio,2020,25,5.96,5.82
5317,C,Brunetta,Parma,2020,11,5.95,6.27
58,C,Diawara,Roma,2020,10,5.75,5.85
118,C,Radovanovic,Genoa,2020,30,5.75,5.67
184,C,Bernardeschi,Juventus,2020,21,5.76,5.79
305,C,Sturaro,Verona,2020,15,5.77,5.77
406,C,Callejon,Fiorentina,2020,15,5.83,5.9
428,C,Benali,Crotone,2020,17,5.79,5.79
526,C,Duncan,Cagliari,2020,15,5.77,5.8
556,C,Baselli,Torino,2020,10,6.0,5.9
